step,time,newton_iters,pcg_iters_mech,pcg_iters_pf,residual,dt,line_search_alpha,line_search_reductions
298,7.490000000e-03,13,0,4,7.006605972e-09,1.000000000e-05,1.000000000e+00,0
299,7.500000000e-03,11,0,4,9.663531366e-09,1.000000000e-05,1.000000000e+00,0
300,7.510000000e-03,11,0,4,9.982012889e-09,1.000000000e-05,1.000000000e+00,0
301,7.520000000e-03,13,0,4,6.974092606e-09,1.000000000e-05,1.000000000e+00,0
302,7.530000000e-03,11,0,4,9.565252511e-09,1.000000000e-05,1.000000000e+00,0
303,7.540000000e-03,11,0,4,9.873750681e-09,1.000000000e-05,1.000000000e+00,0
304,7.550000000e-03,11,0,4,9.893536214e-09,1.000000000e-05,1.000000000e+00,0
305,7.560000000e-03,11,0,4,9.867597619e-09,1.000000000e-05,1.000000000e+00,0
306,7.570000000e-03,11,0,4,9.833473239e-09,1.000000000e-05,1.000000000e+00,0
307,7.580000000e-03,11,0,4,9.797839513e-09,1.000000000e-05,1.000000000e+00,0
308,7.590000000e-03,11,0,4,9.762029937e-09,1.000000000e-05,1.000000000e+00,0
309,7.600000000e-03,11,0,4,9.726303579e-09,1.000000000e-05,1.000000000e+00,0
310,7.610000000e-03,11,0,4,9.690933334e-09,1.000000000e-05,1.000000000e+00,0
311,7.620000000e-03,11,0,4,9.655683125e-09,1.000000000e-05,1.000000000e+00,0
312,7.630000000e-03,11,0,4,9.620459775e-09,1.000000000e-05,1.000000000e+00,0
313,7.640000000e-03,11,0,4,9.585379719e-09,1.000000000e-05,1.000000000e+00,0
314,7.650000000e-03,11,0,4,9.550455231e-09,1.000000000e-05,1.000000000e+00,0
315,7.660000000e-03,11,0,4,9.515692234e-09,1.000000000e-05,1.000000000e+00,0
316,7.670000000e-03,11,0,4,9.481095871e-09,1.000000000e-05,1.000000000e+00,0
317,7.680000000e-03,11,0,4,9.446663002e-09,1.000000000e-05,1.000000000e+00,0
318,7.690000000e-03,11,0,4,9.412393780e-09,1.000000000e-05,1.000000000e+00,0
319,7.700000000e-03,11,0,4,9.378603174e-09,1.000000000e-05,1.000000000e+00,0
320,7.710000000e-03,11,0,4,9.344657362e-09,1.000000000e-05,1.000000000e+00,0
321,7.720000000e-03,11,0,4,9.310868646e-09,1.000000000e-05,1.000000000e+00,0
322,7.730000000e-03,11,0,4,9.277239593e-09,1.000000000e-05,1.000000000e+00,0
323,7.740000000e-03,11,0,4,9.243767130e-09,1.000000000e-05,1.000000000e+00,0
324,7.750000000e-03,11,0,4,9.210449669e-09,1.000000000e-05,1.000000000e+00,0
325,7.760000000e-03,11,0,4,9.177290048e-09,1.000000000e-05,1.000000000e+00,0
326,7.770000000e-03,11,0,4,9.144285862e-09,1.000000000e-05,1.000000000e+00,0
327,7.780000000e-03,11,0,4,9.111300663e-09,1.000000000e-05,1.000000000e+00,0
328,7.790000000e-03,11,0,4,9.078403492e-09,1.000000000e-05,1.000000000e+00,0
329,7.800000000e-03,11,0,4,9.045828646e-09,1.000000000e-05,1.000000000e+00,0
330,7.810000000e-03,11,0,4,9.013435477e-09,1.000000000e-05,1.000000000e+00,0
331,7.820000000e-03,11,0,4,8.981197787e-09,1.000000000e-05,1.000000000e+00,0
332,7.830000000e-03,11,0,4,8.949109757e-09,1.000000000e-05,1.000000000e+00,0
333,7.840000000e-03,11,0,4,8.917172614e-09,1.000000000e-05,1.000000000e+00,0
334,7.850000000e-03,11,0,4,8.885384170e-09,1.000000000e-05,1.000000000e+00,0
335,7.860000000e-03,11,0,4,8.853743748e-09,1.000000000e-05,1.000000000e+00,0
336,7.870000000e-03,11,0,4,8.822250092e-09,1.000000000e-05,1.000000000e+00,0
337,7.880000000e-03,11,0,4,8.790902605e-09,1.000000000e-05,1.000000000e+00,0
338,7.890000000e-03,11,0,4,8.759701740e-09,1.000000000e-05,1.000000000e+00,0
339,7.900000000e-03,12,0,4,7.267952419e-09,1.000000000e-05,1.000000000e+00,0
340,7.910000000e-03,12,0,4,7.075033435e-09,1.000000000e-05,1.000000000e+00,0
341,7.920000000e-03,12,0,4,7.025628608e-09,1.000000000e-05,1.000000000e+00,0
342,7.930000000e-03,12,0,4,6.996735630e-09,1.000000000e-05,1.000000000e+00,0
343,7.940000000e-03,12,0,4,6.971284986e-09,1.000000000e-05,1.000000000e+00,0
344,7.950000000e-03,12,0,4,6.946544904e-09,1.000000000e-05,1.000000000e+00,0
345,7.960000000e-03,12,0,4,6.922033840e-09,1.000000000e-05,1.000000000e+00,0
346,7.970000000e-03,12,0,4,6.897659087e-09,1.000000000e-05,1.000000000e+00,0
347,7.980000000e-03,12,0,4,6.873401454e-09,1.000000000e-05,1.000000000e+00,0
348,7.990000000e-03,10,0,4,9.970588665e-09,1.000000000e-05,1.000000000e+00,0
349,8.000000000e-03,12,0,4,7.168548908e-09,1.000000000e-05,1.000000000e+00,0
